Timestamp,Location,Crime Type,Crime Count,Population Density,Police Presence
2022-02-12,Bengaluru,Theft,30,10439,High
2022-02-12,Mumbai,Burglary,21,8712,High
2022-02-12,Bengaluru,Burglary,27,23827,Medium
2022-02-13,Bengaluru,Fraud,26,14714,Low
2022-02-13,Delhi,Fraud,5,29018,High
2022-02-14,Kolkata,Theft,42,20873,Low
2022-02-14,Bengaluru,Fraud,30,20028,Low
2022-02-14,Kolkata,Burglary,9,25149,Medium
2022-02-14,Mumbai,Assault,42,17973,Medium
2022-02-14,Bengaluru,Fraud,12,11978,Low
2022-02-14,Kolkata,Assault,40,24238,High
2022-02-14,Bengaluru,Burglary,33,14706,Low
2022-02-15,Delhi,Vandalism,9,15624,Medium
2022-02-15,Mumbai,Vandalism,29,26407,Medium
2022-02-16,Mumbai,Fraud,5,28635,High
2022-02-16,Mumbai,Fraud,39,28317,Medium
2022-02-16,Delhi,Vandalism,5,14187,Low
2022-02-16,Bengaluru,Assault,24,17469,Medium
2022-02-17,Delhi,Assault,29,24817,High
2022-02-17,Kolkata,Fraud,30,3355,Low
2022-02-17,Delhi,Burglary,16,28685,Low
2022-02-17,Bengaluru,Fraud,1,11556,Low
2022-02-17,Mumbai,Fraud,33,27809,Low
2022-02-18,Mumbai,Theft,7,22336,Medium
2022-02-18,Kolkata,Fraud,42,27584,High
2022-02-18,Delhi,Fraud,47,7993,High
2022-02-18,Mumbai,Fraud,16,2055,High
2022-02-18,Bengaluru,Assault,43,27723,Low
2022-02-19,Kolkata,Vandalism,38,1531,Medium
2022-02-19,Chennai,Vandalism,48,11902,Low
2022-02-19,Kolkata,Assault,7,14627,High
2022-02-19,Kolkata,Burglary,10,27802,Low
2022-02-19,Mumbai,Burglary,25,28863,High
2022-02-19,Kolkata,Fraud,44,4649,Medium
2022-02-20,Mumbai,Theft,39,9414,Medium
2022-02-21,Chennai,Assault,26,3774,Low
2022-02-21,Chennai,Fraud,49,22061,Low
2022-02-22,Mumbai,Assault,6,11301,Low
2022-02-22,Bengaluru,Fraud,13,19926,Low
2022-02-22,Mumbai,Assault,23,18626,High
2022-02-23,Bengaluru,Fraud,14,14207,Low
2022-02-23,Kolkata,Vandalism,49,10047,Low
2022-02-23,Kolkata,Vandalism,3,24874,Medium
2022-02-23,Chennai,Vandalism,9,11244,High
2022-02-23,Mumbai,Theft,28,2688,Medium
2022-02-24,Chennai,Fraud,28,11664,Low
2022-02-25,Kolkata,Theft,48,6032,High
2022-02-25,Delhi,Fraud,24,2880,Medium
2022-02-25,Chennai,Fraud,20,22283,Low
2022-02-27,Delhi,Vandalism,1,1909,Medium
2022-02-27,Chennai,Theft,29,28891,High
2022-02-28,Bengaluru,Fraud,25,5464,Medium
2022-02-28,Kolkata,Assault,19,18540,High
2022-02-28,Bengaluru,Vandalism,20,22991,Medium
2022-03-01,Kolkata,Assault,19,8914,High
2022-03-01,Delhi,Theft,17,23737,Medium
2022-03-01,Mumbai,Assault,7,3792,High
2022-03-02,Kolkata,Burglary,37,16354,High
2022-03-02,Mumbai,Vandalism,49,24362,High
2022-03-02,Bengaluru,Fraud,25,4866,Low
2022-03-02,Kolkata,Vandalism,45,8172,High
2022-03-03,Delhi,Fraud,12,29256,High
2022-03-03,Mumbai,Vandalism,27,11899,Low
2022-03-03,Mumbai,Fraud,15,2739,Low
2022-03-03,Bengaluru,Vandalism,10,26800,Low
2022-03-04,Kolkata,Vandalism,14,19128,Low
2022-03-04,Bengaluru,Vandalism,39,20209,Medium
2022-03-04,Delhi,Fraud,31,8084,Medium
2022-03-04,Kolkata,Vandalism,44,7063,High
2022-03-04,Bengaluru,Vandalism,33,4054,Medium
2022-03-04,Bengaluru,Assault,6,3912,High
2022-03-04,Chennai,Fraud,2,28133,High
2022-03-05,Mumbai,Assault,40,7382,Low
2022-03-05,Kolkata,Fraud,24,17972,Medium
2022-03-05,Chennai,Vandalism,46,3524,Medium
2022-03-06,Mumbai,Fraud,36,6988,Low
2022-03-06,Chennai,Vandalism,21,17568,Low
2022-03-06,Bengaluru,Burglary,8,24183,High
2022-03-07,Chennai,Burglary,18,18085,Low
2022-03-07,Kolkata,Theft,17,8347,High
2022-03-07,Delhi,Fraud,43,11988,Medium
2022-03-07,Chennai,Fraud,30,19748,Medium
2022-03-07,Bengaluru,Assault,45,15630,High
2022-03-08,Kolkata,Assault,33,20903,Medium
2022-03-08,Bengaluru,Burglary,23,26677,Medium
2022-03-08,Bengaluru,Fraud,38,10989,Low
2022-03-08,Mumbai,Assault,40,17006,Low
2022-03-09,Mumbai,Theft,11,2228,Medium
2022-03-10,Mumbai,Burglary,36,28120,High
2022-03-10,Bengaluru,Vandalism,1,23052,Medium
2022-03-10,Mumbai,Vandalism,34,13411,Medium
2022-03-11,Bengaluru,Theft,28,4906,High
2022-03-11,Kolkata,Fraud,21,21098,Medium
2022-03-11,Bengaluru,Vandalism,32,7443,Medium
2022-03-11,Mumbai,Theft,15,24177,Low
2022-03-12,Kolkata,Burglary,25,6120,High
2022-03-12,Chennai,Vandalism,49,20257,Low
2022-03-12,Mumbai,Fraud,11,8170,Low
2022-03-12,Kolkata,Assault,25,18875,High
2022-03-12,Delhi,Fraud,49,21388,Medium
2022-03-12,Kolkata,Burglary,24,23977,High
2022-03-13,Chennai,Vandalism,5,3483,Medium
2022-03-13,Bengaluru,Fraud,34,11387,Medium
2022-03-13,Mumbai,Assault,27,28728,Medium
2022-03-14,Mumbai,Vandalism,21,20112,Medium
2022-03-14,Kolkata,Burglary,22,8097,Medium
2022-03-15,Delhi,Theft,44,28823,High
2022-03-15,Mumbai,Theft,38,28795,Low
2022-03-15,Kolkata,Burglary,24,11549,Medium
2022-03-15,Delhi,Theft,33,3431,Medium
2022-03-15,Kolkata,Burglary,15,11459,Low
2022-03-15,Delhi,Vandalism,11,2362,Medium
2022-03-15,Chennai,Theft,21,2539,Medium
2022-03-16,Chennai,Fraud,12,6758,High
2022-03-16,Delhi,Assault,43,1118,Medium
2022-03-16,Chennai,Vandalism,42,29602,Medium
2022-03-16,Bengaluru,Burglary,18,8808,Low
2022-03-17,Kolkata,Vandalism,7,8445,High
2022-03-17,Delhi,Theft,24,16155,Medium
2022-03-17,Delhi,Assault,29,29844,High
2022-03-17,Kolkata,Vandalism,31,16898,Low
2022-03-19,Chennai,Burglary,22,26352,High
2022-03-19,Mumbai,Assault,43,9826,Low
2022-03-20,Mumbai,Assault,27,2014,Medium
2022-03-20,Delhi,Fraud,40,13998,Low
2022-03-22,Bengaluru,Assault,17,23593,Low
2022-03-24,Mumbai,Burglary,25,24334,High
2022-03-24,Bengaluru,Burglary,47,3395,Medium
2022-03-24,Mumbai,Fraud,31,14440,High
2022-03-24,Bengaluru,Vandalism,2,12932,High
2022-03-24,Mumbai,Vandalism,17,7485,High
2022-03-25,Kolkata,Burglary,8,4190,Medium
2022-03-25,Chennai,Theft,36,11011,Low
2022-03-25,Kolkata,Burglary,40,25524,Medium
2022-03-25,Bengaluru,Vandalism,1,12637,Low
2022-03-26,Chennai,Vandalism,29,13526,Medium
2022-03-26,Chennai,Theft,22,3205,High
2022-03-26,Delhi,Fraud,31,11830,Low
2022-03-26,Chennai,Vandalism,25,27296,Low
2022-03-26,Mumbai,Assault,6,9204,Medium
2022-03-26,Delhi,Theft,39,18194,Medium
2022-03-27,Chennai,Fraud,15,3519,Low
2022-03-27,Mumbai,Burglary,28,28539,High
2022-03-27,Delhi,Fraud,2,12203,Medium
2022-03-27,Kolkata,Burglary,30,9767,High
2022-03-27,Bengaluru,Fraud,28,4514,High
2022-03-27,Mumbai,Burglary,31,17150,High
2022-03-28,Delhi,Fraud,26,12683,Medium
2022-03-29,Kolkata,Theft,47,29945,Medium
2022-03-29,Bengaluru,Theft,32,12622,High
2022-03-29,Kolkata,Assault,36,26874,Low
2022-03-30,Bengaluru,Assault,20,12820,Low
2022-03-30,Bengaluru,Vandalism,14,26871,High
2022-03-30,Bengaluru,Assault,6,29528,Low
2022-03-30,Kolkata,Fraud,12,13626,Low
2022-03-30,Kolkata,Vandalism,25,19648,Medium
2022-03-31,Bengaluru,Burglary,8,26479,High
2022-03-31,Chennai,Vandalism,6,10347,Medium
2022-03-31,Mumbai,Vandalism,46,26926,High
2022-03-31,Kolkata,Theft,31,11219,High
2022-03-31,Kolkata,Fraud,40,4436,Low
2022-03-31,Mumbai,Theft,44,9523,Low
2022-04-01,Bengaluru,Assault,42,23286,Low
2022-04-01,Chennai,Vandalism,36,13840,Medium
2022-04-01,Delhi,Fraud,49,2128,Low
2022-04-01,Bengaluru,Theft,32,29973,High
2022-04-01,Kolkata,Fraud,19,13359,Medium
2022-04-01,Kolkata,Vandalism,44,8649,Low
2022-04-01,Chennai,Theft,23,17453,Medium
2022-04-02,Chennai,Burglary,46,16131,High
2022-04-02,Chennai,Burglary,38,19757,Low
2022-04-02,Bengaluru,Fraud,47,15063,Low
2022-04-02,Delhi,Assault,48,28866,Medium
2022-04-02,Kolkata,Fraud,20,13473,High
2022-04-03,Chennai,Assault,14,5018,Medium
2022-04-03,Kolkata,Burglary,26,13379,Medium
2022-04-03,Chennai,Burglary,2,16793,Medium
2022-04-04,Bengaluru,Vandalism,41,9167,Medium
2022-04-04,Mumbai,Theft,40,12431,High
2022-04-04,Bengaluru,Theft,41,25292,Low
2022-04-04,Delhi,Vandalism,7,16358,Medium
2022-04-04,Kolkata,Assault,8,21741,High
2022-04-04,Kolkata,Theft,37,26035,High
2022-04-05,Delhi,Vandalism,2,7733,Low
2022-04-05,Bengaluru,Vandalism,9,21150,High
2022-04-05,Bengaluru,Vandalism,32,7104,High
2022-04-06,Chennai,Theft,33,3774,Medium
2022-04-06,Kolkata,Fraud,11,15546,High
2022-04-07,Bengaluru,Theft,43,21150,High
2022-04-07,Mumbai,Fraud,28,21917,Low
2022-04-07,Bengaluru,Burglary,26,19722,High
2022-04-07,Kolkata,Vandalism,47,1207,High
2022-04-07,Bengaluru,Theft,16,13319,Medium
2022-04-07,Delhi,Fraud,2,23335,High
2022-04-08,Mumbai,Theft,49,9066,Medium
2022-04-08,Delhi,Fraud,11,8131,Medium
2022-04-09,Chennai,Burglary,30,28614,High
2022-04-10,Bengaluru,Burglary,4,3698,High
2022-04-10,Delhi,Vandalism,20,25689,Medium
2022-04-10,Mumbai,Assault,12,21233,High
2022-04-10,Bengaluru,Assault,46,12299,Medium
2022-04-10,Kolkata,Vandalism,14,5486,Low
2022-04-11,Chennai,Assault,35,9712,Medium
2022-04-11,Bengaluru,Theft,26,23660,High
2022-04-12,Kolkata,Fraud,47,16266,Medium
2022-04-12,Mumbai,Fraud,11,1696,High
2022-04-12,Kolkata,Fraud,39,13043,Low
2022-04-12,Bengaluru,Assault,28,26231,Medium
2022-04-12,Delhi,Assault,35,23218,Medium
2022-04-12,Mumbai,Vandalism,15,14860,High
2022-04-12,Bengaluru,Vandalism,23,11624,Low
2022-04-13,Kolkata,Fraud,34,14038,Low
2022-04-13,Delhi,Theft,19,20885,Medium
2022-04-14,Bengaluru,Burglary,15,24391,Low
2022-04-15,Delhi,Theft,25,8230,Low
2022-04-15,Delhi,Fraud,13,17938,Medium
2022-04-15,Mumbai,Fraud,44,25887,Low
2022-04-15,Delhi,Theft,8,29250,High
2022-04-15,Mumbai,Vandalism,23,23724,Medium
2022-04-16,Mumbai,Assault,34,27734,High
2022-04-16,Delhi,Burglary,26,24552,Low
2022-04-16,Chennai,Fraud,48,3349,Medium
2022-04-16,Bengaluru,Fraud,49,14955,Medium
2022-04-16,Mumbai,Fraud,1,5587,Low
2022-04-16,Delhi,Vandalism,43,1218,High
2022-04-17,Kolkata,Burglary,7,10635,High
2022-04-17,Kolkata,Vandalism,36,3720,High
2022-04-17,Kolkata,Theft,18,14788,Low
2022-04-17,Mumbai,Theft,7,2595,Medium
2022-04-17,Bengaluru,Burglary,13,9192,Medium
2022-04-18,Delhi,Fraud,27,16932,Medium
2022-04-19,Kolkata,Vandalism,49,13409,Medium
2022-04-19,Mumbai,Vandalism,14,22053,High
2022-04-19,Bengaluru,Burglary,36,3225,Low
2022-04-20,Mumbai,Theft,32,25763,Low
2022-04-20,Mumbai,Theft,5,27340,Low
2022-04-21,Mumbai,Theft,48,24941,Low
2022-04-21,Delhi,Theft,19,21828,Medium
2022-04-21,Bengaluru,Assault,22,13211,Medium
2022-04-21,Delhi,Burglary,39,3282,High
2022-04-22,Mumbai,Vandalism,25,5129,Low
2022-04-22,Delhi,Burglary,2,19241,Low
2022-04-23,Bengaluru,Burglary,26,19599,Medium
2022-04-23,Delhi,Vandalism,45,19616,Low
2022-04-23,Chennai,Fraud,26,27661,Medium
2022-04-23,Delhi,Assault,45,23759,High
2022-04-24,Delhi,Assault,5,22044,Medium
2022-04-24,Chennai,Assault,23,4173,Low
2022-04-24,Delhi,Vandalism,35,11683,High
2022-04-25,Delhi,Burglary,48,1193,High
2022-04-25,Kolkata,Vandalism,42,15911,High
2022-04-25,Bengaluru,Fraud,28,3438,Low
2022-04-26,Kolkata,Burglary,23,11472,Low
2022-04-26,Bengaluru,Theft,27,21220,Medium
2022-04-26,Delhi,Assault,33,13592,High
2022-04-27,Bengaluru,Assault,7,29111,Low
2022-04-27,Delhi,Vandalism,24,17509,Low
2022-04-27,Delhi,Vandalism,17,20567,Low
2022-04-27,Kolkata,Vandalism,35,11204,High
2022-04-28,Kolkata,Theft,4,29016,High
2022-04-28,Bengaluru,Theft,6,15426,Low
2022-04-28,Mumbai,Burglary,28,15941,Medium
2022-04-29,Bengaluru,Fraud,15,14073,Low
2022-04-29,Delhi,Vandalism,48,20575,Medium
2022-04-29,Kolkata,Theft,42,10315,Low
2022-04-30,Bengaluru,Burglary,49,10472,Low
2022-04-30,Delhi,Assault,29,20549,High
2022-04-30,Kolkata,Vandalism,4,17882,Medium
2022-04-30,Bengaluru,Fraud,49,16161,Medium
2022-05-01,Kolkata,Theft,44,1571,Low
2022-05-02,Chennai,Vandalism,34,4533,High
2022-05-02,Bengaluru,Fraud,1,11457,Low
2022-05-02,Kolkata,Assault,11,21659,Low
2022-05-02,Bengaluru,Burglary,2,20562,Low
2022-05-02,Chennai,Fraud,27,11212,Low
2022-05-03,Kolkata,Vandalism,34,12529,Medium
2022-05-03,Kolkata,Theft,5,18754,High
2022-05-03,Kolkata,Assault,29,27887,High
2022-05-03,Mumbai,Burglary,9,16584,Medium
2022-05-04,Bengaluru,Fraud,10,27761,Medium
2022-05-04,Bengaluru,Burglary,26,11815,Low
2022-05-04,Mumbai,Fraud,46,24694,Medium
2022-05-05,Delhi,Fraud,6,20526,Low
2022-05-05,Delhi,Fraud,7,22983,Medium
2022-05-05,Mumbai,Assault,46,28263,Medium
2022-05-05,Mumbai,Fraud,46,2606,High
2022-05-05,Kolkata,Assault,40,26191,High
2022-05-06,Chennai,Vandalism,16,22141,Medium
2022-05-06,Mumbai,Assault,7,15530,Medium
2022-05-06,Bengaluru,Theft,18,29831,Medium
2022-05-07,Chennai,Assault,6,9964,High
2022-05-07,Kolkata,Burglary,45,13161,Medium
2022-05-07,Kolkata,Burglary,9,1016,Medium
2022-05-08,Bengaluru,Burglary,24,8381,Medium
2022-05-08,Delhi,Burglary,45,19580,Medium
2022-05-08,Kolkata,Theft,18,25392,High
2022-05-08,Kolkata,Assault,49,22694,High
2022-05-08,Bengaluru,Fraud,1,9203,High
2022-05-09,Mumbai,Vandalism,36,9616,Low
2022-05-09,Mumbai,Vandalism,38,24003,Low
2022-05-09,Delhi,Theft,21,19437,High
2022-05-10,Kolkata,Burglary,15,3065,High
2022-05-10,Bengaluru,Assault,9,27127,Medium
2022-05-10,Mumbai,Vandalism,30,6752,Low
2022-05-11,Chennai,Vandalism,46,6945,High
2022-05-11,Chennai,Burglary,27,20077,Low
2022-05-11,Chennai,Vandalism,28,5549,Low
2022-05-12,Delhi,Fraud,23,9949,High
2022-05-12,Delhi,Fraud,22,28037,High
2022-05-12,Kolkata,Assault,28,15199,Low
2022-05-13,Mumbai,Vandalism,13,26104,Low
2022-05-13,Kolkata,Fraud,1,14091,Medium
2022-05-13,Mumbai,Theft,34,22262,Low
2022-05-13,Chennai,Assault,39,13598,High
2022-05-14,Delhi,Theft,35,20948,Low
2022-05-14,Bengaluru,Burglary,6,17406,High
2022-05-14,Bengaluru,Burglary,34,3103,Medium
2022-05-15,Chennai,Assault,35,28449,Medium
2022-05-15,Delhi,Theft,47,25075,Medium
2022-05-15,Mumbai,Fraud,20,18765,Medium
2022-05-15,Delhi,Burglary,28,27469,High
2022-05-16,Bengaluru,Vandalism,37,20416,Medium
2022-05-16,Kolkata,Burglary,14,1826,Medium
2022-05-16,Chennai,Theft,7,17579,Low
2022-05-16,Bengaluru,Assault,30,20121,High
2022-05-16,Kolkata,Theft,7,23487,High
2022-05-17,Kolkata,Vandalism,38,10196,High
2022-05-17,Bengaluru,Assault,11,16754,Low
2022-05-17,Bengaluru,Burglary,2,3077,Medium
2022-05-17,Delhi,Burglary,17,10913,High
2022-05-18,Chennai,Vandalism,31,26710,Medium
2022-05-18,Bengaluru,Fraud,42,25866,Low
2022-05-18,Bengaluru,Burglary,9,23885,Low
2022-05-18,Kolkata,Fraud,27,26762,High
2022-05-19,Chennai,Theft,27,9325,Low
2022-05-19,Mumbai,Burglary,14,22805,Medium
2022-05-20,Bengaluru,Fraud,14,15201,Low
2022-05-20,Bengaluru,Burglary,2,20076,Low
2022-05-20,Delhi,Assault,43,1059,Medium
2022-05-20,Mumbai,Fraud,34,21519,Medium
2022-05-21,Mumbai,Vandalism,19,22304,Low
2022-05-21,Mumbai,Vandalism,23,16070,High
2022-05-21,Mumbai,Burglary,41,26156,Low
2022-05-21,Kolkata,Vandalism,14,6060,High
2022-05-22,Mumbai,Assault,36,3235,High
2022-05-22,Mumbai,Assault,21,17838,High
2022-05-22,Chennai,Burglary,30,18711,High
2022-05-22,Chennai,Assault,48,29325,Low
2022-05-22,Chennai,Burglary,5,21656,High
2022-05-23,Kolkata,Assault,27,14939,Low
2022-05-23,Bengaluru,Vandalism,12,11495,High
2022-05-23,Bengaluru,Vandalism,40,29115,High
2022-05-24,Chennai,Fraud,15,23537,Low
2022-05-24,Mumbai,Vandalism,39,13874,High
2022-05-25,Chennai,Fraud,8,18349,Medium
2022-05-25,Kolkata,Fraud,27,22094,Low
2022-05-25,Chennai,Fraud,22,4190,Medium
2022-05-25,Kolkata,Assault,32,22589,High
2022-05-26,Bengaluru,Fraud,16,20918,Medium
2022-05-26,Bengaluru,Burglary,49,10668,Medium
2022-05-26,Chennai,Assault,43,11553,Low
2022-05-26,Kolkata,Burglary,13,16817,Medium
2022-05-26,Delhi,Theft,3,19423,Medium
2022-05-27,Bengaluru,Assault,1,23679,Medium
2022-05-28,Kolkata,Theft,32,3808,Low
2022-05-28,Delhi,Burglary,45,26666,Low
2022-05-28,Bengaluru,Burglary,36,23017,Low
2022-05-30,Chennai,Fraud,19,26493,Medium
2022-05-30,Mumbai,Theft,27,6123,Medium
2022-05-30,Mumbai,Fraud,43,14141,Low
2022-05-30,Bengaluru,Theft,43,27704,High
2022-05-30,Chennai,Theft,18,27165,High
2022-05-30,Delhi,Theft,48,6176,Medium
2022-05-30,Delhi,Theft,12,17016,High
2022-05-30,Delhi,Vandalism,10,13259,Medium
2022-05-30,Bengaluru,Vandalism,1,19417,Medium
2022-05-30,Bengaluru,Vandalism,44,23094,Low
2022-06-01,Chennai,Fraud,9,29526,Low
2022-06-01,Kolkata,Fraud,28,25195,Low
2022-06-01,Delhi,Fraud,37,2233,High
2022-06-01,Bengaluru,Fraud,34,23006,Medium
2022-06-01,Bengaluru,Theft,45,29129,High
2022-06-01,Bengaluru,Assault,10,28830,Medium
2022-06-01,Bengaluru,Theft,10,24132,High
2022-06-02,Delhi,Burglary,3,15347,Low
2022-06-02,Delhi,Assault,47,29080,High
2022-06-02,Kolkata,Theft,27,28715,Medium
2022-06-02,Kolkata,Burglary,42,3910,High
2022-06-02,Kolkata,Vandalism,4,6051,Low
2022-06-03,Bengaluru,Assault,9,24097,Low
2022-06-03,Bengaluru,Fraud,22,16732,Low
2022-06-03,Mumbai,Vandalism,13,3944,Low
2022-06-04,Chennai,Vandalism,34,11086,Medium
2022-06-04,Mumbai,Fraud,15,9859,Low
2022-06-04,Mumbai,Theft,14,10691,Low
2022-06-04,Delhi,Theft,27,16554,Medium
2022-06-05,Bengaluru,Theft,22,7251,Low
2022-06-05,Kolkata,Fraud,43,16034,High
2022-06-05,Chennai,Fraud,14,18338,High
2022-06-05,Bengaluru,Vandalism,10,18438,High
2022-06-06,Delhi,Burglary,9,23788,Low
2022-06-06,Delhi,Assault,4,5094,Medium
2022-06-06,Mumbai,Assault,15,13964,High
2022-06-06,Mumbai,Theft,19,2119,Medium
2022-06-06,Mumbai,Vandalism,20,22687,Medium
2022-06-07,Delhi,Fraud,34,11658,Low
2022-06-07,Mumbai,Fraud,33,28099,Low
2022-06-07,Bengaluru,Vandalism,33,20935,Low
2022-06-07,Bengaluru,Vandalism,17,29865,High
2022-06-09,Bengaluru,Burglary,40,13636,Medium
2022-06-09,Bengaluru,Theft,1,11168,Medium
2022-06-09,Chennai,Assault,24,25222,Medium
2022-06-09,Bengaluru,Assault,20,17524,Medium
2022-06-09,Bengaluru,Fraud,26,18489,Low
2022-06-09,Chennai,Theft,10,14483,Low
2022-06-10,Bengaluru,Burglary,45,18301,High
2022-06-10,Chennai,Theft,39,2578,Low
2022-06-10,Mumbai,Fraud,27,16254,Medium
2022-06-10,Delhi,Theft,22,10717,High
2022-06-10,Bengaluru,Assault,43,14855,High
2022-06-11,Mumbai,Vandalism,36,27569,Medium
2022-06-11,Bengaluru,Assault,3,7881,Medium
2022-06-11,Mumbai,Fraud,30,19820,Low
2022-06-11,Chennai,Assault,7,13302,Low
2022-06-12,Chennai,Fraud,20,18606,High
2022-06-13,Mumbai,Theft,39,23354,High
2022-06-13,Delhi,Assault,10,10373,Low
2022-06-13,Chennai,Burglary,11,24816,Low
2022-06-13,Bengaluru,Vandalism,12,5278,Low
2022-06-13,Delhi,Assault,13,24550,Medium
2022-06-13,Chennai,Vandalism,13,18254,Medium
2022-06-14,Mumbai,Fraud,14,6271,Low
2022-06-14,Kolkata,Burglary,41,18701,High
2022-06-14,Delhi,Fraud,25,8765,High
2022-06-15,Delhi,Assault,28,7023,Medium
2022-06-15,Mumbai,Burglary,38,16535,Low
2022-06-16,Delhi,Assault,2,9265,High
2022-06-16,Kolkata,Assault,41,29597,Low
2022-06-16,Kolkata,Theft,8,13328,Medium
2022-06-16,Bengaluru,Burglary,47,1984,Medium
2022-06-17,Mumbai,Assault,31,25827,High
2022-06-17,Mumbai,Burglary,48,24218,Low
2022-06-17,Kolkata,Theft,48,16376,Low
2022-06-17,Chennai,Assault,35,22188,High
2022-06-17,Kolkata,Vandalism,38,16913,High
2022-06-17,Chennai,Theft,47,8167,Medium
2022-06-17,Mumbai,Burglary,21,11464,Medium
2022-06-18,Chennai,Assault,5,22689,Medium
2022-06-18,Mumbai,Assault,49,25284,High
2022-06-18,Mumbai,Burglary,38,1201,High
2022-06-18,Mumbai,Theft,11,5049,Low
2022-06-18,Kolkata,Theft,7,20117,Low
2022-06-19,Kolkata,Fraud,10,23662,Low
2022-06-19,Kolkata,Fraud,27,6017,Low
2022-06-20,Chennai,Assault,40,13049,Low
2022-06-20,Delhi,Burglary,8,22821,Medium
2022-06-20,Bengaluru,Burglary,10,25812,Low
2022-06-20,Kolkata,Assault,14,4311,High
2022-06-20,Delhi,Theft,27,16629,Low
2022-06-21,Bengaluru,Assault,14,26254,Low
2022-06-21,Kolkata,Assault,4,22972,High
2022-06-21,Mumbai,Theft,31,25455,Low
2022-06-21,Bengaluru,Assault,42,24642,Low
2022-06-21,Chennai,Fraud,48,10873,Low
2022-06-22,Bengaluru,Theft,27,25766,Medium
2022-06-23,Mumbai,Fraud,5,26347,Medium
2022-06-23,Mumbai,Vandalism,15,28022,High
2022-06-23,Delhi,Fraud,19,1620,High
2022-06-24,Delhi,Fraud,41,3560,High
2022-06-24,Bengaluru,Burglary,11,10209,Medium
2022-06-24,Kolkata,Burglary,28,12033,Low
2022-06-24,Delhi,Burglary,32,15455,High
2022-06-25,Delhi,Assault,9,14191,High
2022-06-25,Bengaluru,Theft,38,11058,High
2022-06-27,Kolkata,Assault,45,28866,High
2022-06-27,Bengaluru,Assault,3,2943,Low
2022-06-27,Mumbai,Vandalism,3,22944,High
2022-06-27,Kolkata,Fraud,9,21812,Low
2022-06-28,Chennai,Vandalism,28,27049,Medium
2022-06-28,Mumbai,Assault,44,20513,High
2022-06-28,Mumbai,Vandalism,38,25483,Medium
2022-06-29,Delhi,Vandalism,1,5451,Medium
2022-06-29,Bengaluru,Burglary,10,9449,High
2022-06-29,Kolkata,Fraud,42,2713,High
2022-06-29,Chennai,Vandalism,8,22119,Medium
2022-06-29,Bengaluru,Burglary,35,18752,Low
2022-06-30,Bengaluru,Assault,6,2365,High
2022-06-30,Delhi,Theft,45,1929,Medium
2022-07-01,Kolkata,Theft,23,23113,High
2022-07-01,Mumbai,Theft,14,21354,Medium
2022-07-01,Bengaluru,Assault,33,24358,High
2022-07-02,Kolkata,Assault,49,14540,Low
2022-07-02,Bengaluru,Vandalism,47,10612,High
2022-07-02,Chennai,Assault,31,23068,Medium
2022-07-02,Mumbai,Assault,37,25293,Low
2022-07-02,Delhi,Vandalism,44,22814,Medium
2022-07-03,Bengaluru,Theft,34,6408,High
2022-07-03,Mumbai,Vandalism,44,16193,Low
2022-07-03,Mumbai,Vandalism,12,17267,Medium
2022-07-03,Mumbai,Burglary,4,21009,Medium
2022-07-04,Kolkata,Vandalism,23,11790,Low
2022-07-04,Delhi,Assault,2,22807,Low
2022-07-05,Bengaluru,Burglary,40,20009,High
2022-07-05,Kolkata,Fraud,17,5599,High
2022-07-05,Chennai,Burglary,10,26187,Medium
2022-07-05,Kolkata,Burglary,4,28649,Low
2022-07-05,Kolkata,Theft,48,7121,Low
2022-07-05,Mumbai,Theft,7,24903,Medium
2022-07-06,Kolkata,Theft,9,19406,Medium
2022-07-06,Delhi,Fraud,35,16642,Medium
2022-07-06,Delhi,Fraud,12,7952,High
2022-07-06,Chennai,Theft,13,10142,Medium
2022-07-06,Chennai,Burglary,3,24434,High
2022-07-07,Bengaluru,Assault,34,9229,Low
2022-07-07,Mumbai,Vandalism,12,10380,High
2022-07-07,Chennai,Vandalism,3,28631,Low
2022-07-07,Kolkata,Assault,22,25737,High
2022-07-08,Chennai,Vandalism,16,8304,Low
2022-07-08,Chennai,Vandalism,1,11983,Low
2022-07-08,Bengaluru,Fraud,24,11350,High
2022-07-09,Delhi,Fraud,37,10541,High
2022-07-09,Delhi,Vandalism,27,6566,High
2022-07-09,Chennai,Vandalism,24,13091,Low
2022-07-09,Delhi,Assault,6,19456,Low
2022-07-09,Bengaluru,Theft,11,5412,Medium
2022-07-09,Bengaluru,Burglary,47,7172,Medium
2022-07-09,Delhi,Fraud,30,16768,High
2022-07-10,Mumbai,Vandalism,28,6103,Medium
2022-07-10,Bengaluru,Theft,2,22427,Low
2022-07-11,Bengaluru,Assault,32,9912,Medium
2022-07-11,Mumbai,Theft,26,19256,High
2022-07-11,Delhi,Fraud,49,7086,Low
2022-07-12,Chennai,Fraud,38,3594,Low
2022-07-12,Delhi,Burglary,46,25136,Medium
2022-07-12,Kolkata,Assault,45,27493,Medium
2022-07-13,Mumbai,Fraud,30,28360,Medium
2022-07-13,Delhi,Fraud,39,19047,High
2022-07-13,Bengaluru,Burglary,41,13164,Low
2022-07-13,Kolkata,Burglary,48,7185,High
2022-07-13,Mumbai,Theft,46,13298,Medium
2022-07-13,Kolkata,Assault,8,26552,Low
2022-07-13,Mumbai,Vandalism,8,3446,High
